,TCHWSChi,TZone_cor,TZone_eas,TZone_nor,TZone_set,TZone_sou,TZone_wes,T_oa,T_sa,dpCHWS,dpSA,ice_mode,power,soc
17979148.8,-3.0767246558685315,24.73529314144821,25.039914121154027,24.829485794406366,30.0,24.956742224653112,25.18811953871591,18.899999999999977,10.800912406371651,999.9995490733418,-0.01227045305131469,2.0,8969.84245667194,0.2718746320252092
17979494.4,-3.076718847223958,24.733490024624075,25.03555938791044,24.825882851565325,30.0,24.951196746325536,25.183090416704317,18.899999999999977,10.801419297086056,999.9995490733418,-0.012314980005612597,2.0,10120.19415841427,0.2753029591898595
17979840.0,-2.5925805357319973,24.731679073000635,25.031378762437726,24.822479505975707,30.0,24.94550531020127,25.178176283693062,18.899999999999977,10.802638631803916,999.9995490733418,-0.012402735985233448,2.0,7763.48460564715,0.2782402373785477
17980185.6,-2.458974250442509,24.72982545758714,25.027289665019794,24.81916865800366,30.0,24.939716907641298,25.173313251178797,18.899999999999977,10.80456413521631,999.9995490733418,-0.012509655018220656,2.0,7489.6820771659395,0.280993581720608
17980531.2,-1.7989274204169874,24.727969558611562,25.023284940721112,24.815911741435286,30.0,24.93398246334999,25.168506498042404,18.899999999999977,10.8071745194365,999.9995490733418,-0.012611618760274723,2.0,6305.576744887847,0.2830640579368109
17980876.8,-3.0767205015164905,24.726192271258185,25.019405380252692,24.812725320271284,30.0,24.928506677281973,25.16380295916713,18.899999999999977,10.810443668103574,999.9995490733418,-0.012684834553510882,2.0,10120.193160940778,0.2863778411223074
17981222.4,-3.076718823118995,24.724609820463286,25.01572823165742,24.80966165114529,30.0,24.923551621967476,25.15928188650605,18.899999999999977,10.81438810032239,999.9995490733418,-0.012705682631349191,2.0,10120.194172948555,0.2898061678891684
17981568.0,-3.076718818186805,24.723329459249214,25.012308273490476,24.80675506883,30.0,24.919333344422512,25.154999783315247,18.899999999999977,10.818953612705286,999.9995490733418,-0.012650539996684529,2.0,10120.194175922481,0.29323449450046046
17981913.6,-3.0767188134123558,24.722460038582938,25.009184886695948,24.804006475483504,30.0,24.916063101554926,25.15099504534635,18.899999999999977,10.824101857646781,999.9995490733418,-0.012495213653892279,2.0,10000.04450481896,0.29666282110661973
17982259.2,-1.2838650100551945,24.72214390775889,25.006398827063663,24.80138068779985,30.0,24.914054656883252,25.147296875668985,18.899999999999977,10.829802258243262,999.9995490733418,-0.012163841849542223,2.0,5576.880522818486,0.2982725767801888
17982604.8,-0.27102676480524224,24.722807790004595,25.004098364564754,24.798923555895612,30.0,24.914355071279317,25.144110273569822,18.899999999999977,10.836057974857738,999.9995490733418,-0.011544036737177521,2.0,4199.128556478812,0.29867579634214203
17982950.4,-3.076713317391466,24.724701034204315,25.00243620023798,24.796781674899876,30.0,24.917560807638495,25.14167717931332,18.899999999999977,10.842848416992979,999.9995490733418,-0.010680853432859294,2.0,10120.197492686139,0.30185240809735947
17983296.0,-0.813285183753635,24.727834552499587,25.0015289607245,24.79505316939708,30.0,24.92390737387825,25.14008763510708,18.899999999999977,10.850148800919726,999.9995490733418,-0.009648774255765602,2.0,5061.054446622037,0.3029848423592872
