,time,formatted_time,tesBed.TOut.y,tesBed.weaBus.TWetBul,tesBed.weaBus.relHum,tesBed.weaBus.HGloHor,tesBed.uMod,tesBed.uModActual.y,tesBed.occSch.occupied,tesBed.modCon.y,tesBed.iceTan.SOC,tesBed.chi.TSet,tesBed.iceTan.TOutSet,tesBed.TCHWSup.T,tesBed.TCHWRetCoi.T,tesBed.priPum.m_flow,tesBed.secPum.m_flow,tesBed.senRelPre.p_rel,tesBed.conAHU.TSupSet,tesBed.conAHU.TSup,tesBed.senSupFlo.V_flow,tesBed.conVAVCor.damVal.VDisSet_flow,tesBed.VSupCor_flow.V_flow,tesBed.conVAVSou.damVal.VDisSet_flow,tesBed.VSupSou_flow.V_flow,tesBed.conVAVEas.damVal.VDisSet_flow,tesBed.VSupEas_flow.V_flow,tesBed.conVAVNor.damVal.VDisSet_flow,tesBed.VSupNor_flow.V_flow,tesBed.conVAVWes.damVal.VDisSet_flow,tesBed.VSupWes_flow.V_flow,tesBed.conAHU.TZonCooSet,tesBed.conAHU.TZonHeaSet,tesBed.conVAVCor.TZon,tesBed.conVAVSou.TZon,tesBed.conVAVEas.TZon,tesBed.conVAVNor.TZon,tesBed.conVAVWes.TZon,tesBed.ave.y,tesBed.chi.P,tesBed.priPum.P,tesBed.secPum.P,tesBed.fanSup.P
13,18328500.0,08-01 03:15,291.6306,291.2164,0.9615993,0.0,1.0,1.0,0.0,3.0,0.48026502,283.15,283.15,283.15,288.2662,3.9682539,1.0919138,53000.0,288.17325,288.15866,1.205067,0.6745,0.67810404,0.1421925,0.14295226,0.13502944,0.13575093,0.1421925,0.14295226,0.10502289,0.10558406,297.15,293.15,295.96762,295.90555,295.71286,295.8672,295.83075,295.8568,0.0,2515.259,114.21753,123.463005
14,18329400.0,08-01 03:30,291.3925,290.7567,0.9409314,0.0,1.0,1.0,0.0,3.0,0.47602096,283.15,283.15,283.15,288.6443,3.9682539,1.0919138,53000.0,288.459,288.41708,1.2050668,0.6745,0.67810386,0.1421925,0.14295225,0.13502944,0.1357509,0.1421925,0.14295225,0.10502289,0.10558404,297.15,293.15,295.97235,295.90176,295.71503,295.8691,295.83008,295.85767,0.0,2567.2908,114.21753,123.4655
15,18330300.0,08-01 03:45,291.1581,290.26938,0.9172978,0.0,1.0,1.0,0.0,3.0,0.47151434,283.15,283.15,283.15,288.93225,3.9682539,1.0919138,53000.0,288.74026,288.6173,1.2050662,0.6745,0.67810357,0.1421925,0.14295217,0.13502944,0.13575085,0.1421925,0.14295217,0.10502289,0.10558399,297.15,293.15,295.97543,295.89557,295.7146,295.87048,295.82693,295.8566,0.0,2609.9316,114.21753,123.46631
16,18331200.0,08-01 04:00,290.95,289.87775,0.9,0.0,1.0,1.0,0.0,3.0,0.46685886,283.15,283.15,283.15,288.97403,3.9682539,1.0919138,53000.0,288.99,288.625,1.2050657,0.6745,0.6781033,0.1421925,0.14295211,0.13502944,0.13575079,0.1421925,0.14295211,0.10502289,0.10558394,297.15,293.15,295.96753,295.87906,295.70108,295.863,295.81235,295.8446,0.0,2617.1177,114.21753,123.46692
17,18332100.0,08-01 04:15,290.83447,289.64975,0.8893897,0.0,-1.0,-1.0,0.0,5.0,0.4751183,268.15,273.15,271.2504,274.38672,3.9682539,0.14142399,928.95276,294.15,293.0327,0.00080394815,0.0,0.00045230376,0.0,9.535093e-05,0.0,9.0547546e-05,0.0,9.535093e-05,0.0,7.042587e-05,303.15,285.15,296.61148,296.46408,296.4347,296.4402,296.4008,296.47025,6224.9854,2257.8105,-0.00029310273,-4.7271516e-08
18,18333000.0,08-01 04:30,290.82947,289.54453,0.8802353,0.0,-1.0,-1.0,0.0,5.0,0.48411518,268.15,273.15,271.2504,271.44983,3.9682539,0.14142399,928.95276,294.15,292.68323,0.00080280955,0.0,0.00045166118,0.0,9.5215466e-05,0.0,9.041891e-05,0.0,9.5215466e-05,0.0,7.032582e-05,303.15,285.15,296.72305,296.4906,296.544,296.55362,296.5463,296.5715,6069.3164,2257.8105,-0.00029310273,-4.713734e-08
19,18333900.0,08-01 04:45,290.8847,289.52325,0.8734632,1.2359914,-1.0,-1.0,0.0,5.0,0.49311203,268.15,273.15,271.2504,271.32422,3.9682539,0.14142399,928.95276,294.15,292.2322,0.000801797,0.0,0.00045108976,0.0,9.5095005e-05,0.0,9.0304515e-05,0.0,9.5095005e-05,0.0,7.023685e-05,303.15,285.15,296.75537,296.57397,296.51294,296.5773,296.58694,296.60132,6062.8164,2257.8105,-0.00029310273,-4.7018187e-08
20,18334800.0,08-01 05:00,290.95,289.5478,0.87,5.87931,-1.0,-1.0,0.0,5.0,0.5021089,268.15,273.15,271.2504,271.3188,3.9682539,0.14142399,928.95276,294.15,291.70386,0.0008030411,0.0,0.0004517881,0.0,9.524223e-05,0.0,9.044432e-05,0.0,9.524223e-05,0.0,7.034558e-05,303.15,285.15,296.77115,296.59714,296.58826,296.5185,296.6038,296.61575,6062.538,2257.8105,-0.00029310273,-4.716392e-08
21,18335700.0,08-01 05:15,291.00668,289.6403,0.87343013,15.332974,-1.0,-1.0,0.0,5.0,0.5111058,268.15,273.15,271.2504,271.3188,3.9682539,0.14142399,928.95276,294.15,291.11533,0.0008010081,0.0,0.00045064295,0.0,9.500081e-05,0.0,9.021507e-05,0.0,9.500081e-05,0.0,7.0167276e-05,303.15,285.15,296.78088,296.60934,296.58084,296.55154,296.61752,296.62802,6062.539,2257.8105,-0.00029310273,-4.6925162e-08
22,18336600.0,08-01 05:30,291.0893,289.8274,0.88314706,31.0,-1.0,-1.0,0.0,5.0,0.5201026,268.15,273.15,271.2504,271.31958,3.9682539,0.14142399,928.95276,294.15,290.48105,0.0008014281,0.0,0.00045087803,0.0,9.5050375e-05,0.0,9.026213e-05,0.0,9.5050375e-05,0.0,7.020388e-05,303.15,285.15,296.79214,296.58072,296.60443,296.6175,296.62866,296.64468,6062.5864,2257.8105,-0.00029310273,-4.6974165e-08
23,18337500.0,08-01 05:45,291.22723,290.0784,0.8937904,61.35097,-1.0,-1.0,0.0,5.0,0.52909946,268.15,273.15,271.2504,271.3208,3.9682539,0.14142399,928.95276,294.15,289.8144,0.0008011625,0.0,0.00045072756,0.0,9.5018644e-05,0.0,9.0232e-05,0.0,9.5018644e-05,0.0,7.0180446e-05,303.15,285.15,296.80612,296.62125,296.6591,296.64096,296.60266,296.66602,6062.657,2257.8105,-0.00029310273,-4.694284e-08
24,18338400.0,08-01 06:00,291.45,290.3632,0.9,106.02788,-1.0,-1.0,0.0,5.0,0.53809637,268.15,273.15,271.2504,271.32,3.9682539,0.14142399,928.95276,294.15,289.18115,0.00080129475,0.0,0.00045080105,0.0,9.503414e-05,0.0,9.0246715e-05,0.0,9.503414e-05,0.0,7.019189e-05,303.15,285.15,296.82614,296.6593,296.72824,296.6265,296.66248,296.70053,6062.6284,2257.8105,-0.00029310273,-4.6958174e-08
25,18339300.0,08-01 06:15,291.77408,290.68646,0.90077204,153.19084,-1.0,-1.0,1.0,5.0,0.5470932,268.15,273.15,271.2504,271.3239,3.9682539,0.14142399,928.95276,294.15,288.4802,0.0008030191,0.0,0.00045177032,0.0,9.523847e-05,0.0,9.044076e-05,0.0,9.523847e-05,0.0,7.034281e-05,303.15,285.15,296.84668,296.68463,296.83594,296.63937,296.69022,296.73938,6062.8374,2257.8105,-0.00029310273,-4.716035e-08
26,18340200.0,08-01 06:30,292.18088,291.04288,0.89735293,191.0,-1.0,-1.0,1.0,5.0,0.55609006,268.15,273.15,271.2504,271.326,3.9682539,0.14142399,928.95276,294.15,287.772,0.000804225,0.0,0.00045244797,0.0,9.538133e-05,0.0,9.057642e-05,0.0,9.538133e-05,0.0,7.0448325e-05,303.15,285.15,296.8673,296.70926,296.9778,296.66974,296.72693,296.79022,6062.956,2257.8105,-0.00029310273,-4.730196e-08
27,18341100.0,08-01 06:45,292.64725,291.3851,0.88775736,219.06151,-1.0,-1.0,1.0,5.0,0.56508696,268.15,273.15,271.2504,271.32797,3.9682539,0.14142399,928.95276,294.15,287.06302,0.00080547965,0.0,0.00045315316,0.0,9.553e-05,0.0,9.071759e-05,0.0,9.553e-05,0.0,7.0558126e-05,303.15,285.15,296.89688,296.73785,297.0783,296.71338,296.78342,296.84195,6063.0713,2257.8105,-0.00029310273,-4.7449547e-08
28,18342000.0,08-01 07:00,293.15,291.66354,0.87,245.31174,-1.0,-1.0,1.0,5.0,0.5740838,268.15,273.15,271.2504,271.32956,3.9682539,0.14142399,928.95276,294.15,286.35947,0.00080301764,0.0,0.0004517675,0.0,9.523788e-05,0.0,9.04402e-05,0.0,9.523788e-05,0.0,7.034237e-05,303.15,285.15,296.93213,296.782,297.16202,296.77084,296.8487,296.89914,6063.16,2257.8105,-0.00029310273,-4.7159823e-08
29,18342900.0,08-01 07:15,293.70276,291.84018,0.84041995,270.4061,-1.0,-1.0,1.0,5.0,0.58308065,268.15,273.15,271.2504,271.33084,3.9682539,0.14142399,928.95276,294.15,285.66647,0.000809695,0.0,0.00045552358,0.0,9.6029704e-05,0.0,9.119213e-05,0.0,9.6029704e-05,0.0,7.092721e-05,303.15,285.15,296.9672,296.81537,297.2358,296.89307,296.85803,296.9539,6063.237,2257.8105,-0.00029310273,-4.7947292e-08
30,18343800.0,08-01 07:30,294.29413,291.92734,0.80195314,295.0,-1.0,-1.0,1.0,5.0,0.59207755,268.15,273.15,271.2504,271.33145,3.9682539,0.14142399,928.95276,294.15,284.9859,0.0008047278,0.0,0.00045272865,0.0,9.54405e-05,0.0,9.063261e-05,0.0,9.54405e-05,0.0,7.0492024e-05,303.15,285.15,296.99414,296.8493,297.3011,296.96527,296.95178,297.01233,6063.268,2257.8105,-0.00029310273,-4.7360732e-08
31,18344700.0,08-01 07:45,294.86343,291.95786,0.76250976,314.13254,-1.0,-1.0,1.0,5.0,0.6010744,268.15,273.15,271.2504,271.33197,3.9682539,0.14142399,928.95276,294.15,284.31982,0.00080608623,0.0,0.00045349248,0.0,9.560153e-05,0.0,9.078552e-05,0.0,9.560153e-05,0.0,7.0610964e-05,303.15,285.15,297.02228,296.98267,297.32825,297.0104,297.00125,297.06897,6063.2974,2257.8105,-0.00029310273,-4.7520693e-08
32,18345600.0,08-01 08:00,295.35,291.9801,0.73,326.95795,-1.0,-1.0,1.0,5.0,0.61007124,268.15,273.15,271.2504,271.3315,3.9682539,0.14142399,928.95276,294.15,283.67572,0.00080335233,0.0,0.00045195405,0.0,9.527721e-05,0.0,9.0477544e-05,0.0,9.527721e-05,0.0,7.0371425e-05,303.15,285.15,297.06134,297.04776,297.42804,297.00772,297.05447,297.11987,6063.2715,2257.8105,-0.00029310273,-4.719884e-08
33,18346500.0,08-01 08:15,295.775,292.01227,0.7036286,340.30438,1.0,1.0,1.0,3.0,0.6079624,283.15,283.15,283.15002,285.63165,3.9682539,2.7793612,51999.23,285.15,285.71173,1.2071497,0.6745,0.67931914,0.1421925,0.14320844,0.13502944,0.1359942,0.1421925,0.14320844,0.10502289,0.10577326,297.15,293.15,296.12204,296.23755,296.5123,296.22952,296.116,296.24347,0.0,2667.8618,287.5986,141.7995
34,18347400.0,08-01 08:30,296.2,292.04993,0.6785826,361.0,1.0,1.0,1.0,3.0,0.6028097,283.15,283.15,283.15,285.32788,3.9682539,3.2982898,73229.25,285.15,285.50623,1.2053169,0.6745,0.67825,0.1421925,0.14298305,0.13502944,0.13578016,0.1421925,0.14298305,0.10502289,0.10560679,297.15,293.15,296.17365,296.31702,296.59027,296.30643,296.1842,296.3143,0.0,2716.2515,481.28183,127.300896
35,18348300.0,08-01 08:45,296.625,292.1209,0.65674525,427.5193,1.0,1.0,1.0,3.0,0.59747386,283.15,283.15,283.15,285.091,3.9682539,3.8206403,98260.56,285.15,285.35196,1.2050135,0.6745,0.67807287,0.1421925,0.1429457,0.13502944,0.13574469,0.1421925,0.1429457,0.10502289,0.10557921,297.15,293.15,296.3312,296.4947,296.7747,296.46967,296.3362,296.4813,0.0,2743.8474,748.3495,124.79818
36,18349200.0,08-01 09:00,297.05,292.25552,0.64,543.40515,1.0,1.0,1.0,3.0,0.5924997,283.15,283.15,283.15,284.87152,3.9682539,3.8549008,100340.38,285.15,285.2207,1.2051016,0.6745,0.67812425,0.1421925,0.14295654,0.13502944,0.13575499,0.1421925,0.14295654,0.10502289,0.10558721,297.15,293.15,296.52402,296.71677,297.01776,296.66522,296.5196,296.68866,0.0,2647.9822,771.0466,123.68696
37,18350100.0,08-01 09:15,297.475,292.4388,0.62705356,663.08844,1.0,1.0,1.0,3.0,0.58754456,283.05,283.05,283.05,284.79364,3.9682539,3.9262166,104075.29,285.15,285.1642,1.2050843,0.6745,0.6781141,0.1421925,0.1429544,0.13502944,0.13575295,0.1421925,0.1429544,0.10502289,0.10558563,297.15,293.15,296.64642,296.88297,297.21268,296.79224,296.63983,296.83484,0.0,2693.3025,814.5477,123.5025
38,18351000.0,08-01 09:30,297.9,292.64072,0.6157143,741.0,1.0,1.0,1.0,3.0,0.5824956,283.15,283.15,283.15,284.902,3.9682539,3.9194405,104218.23,285.15,285.27112,1.2050804,0.6745,0.67811185,0.1421925,0.14295392,0.13502944,0.1357525,0.1421925,0.14295392,0.10502289,0.10558528,297.15,293.15,296.7105,297.00403,297.35245,296.86475,296.71063,296.92847,0.0,2675.8657,814.2584,123.47381
39,18351900.0,08-01 09:45,298.325,292.8706,0.60651785,780.1765,1.0,1.0,1.0,3.0,0.57735384,283.15,283.15,283.15002,284.92227,3.9682539,3.9357865,104514.555,285.15,285.2933,1.2050756,0.6745,0.67810905,0.1421925,0.14295332,0.13502944,0.13575193,0.1421925,0.14295332,0.10502289,0.10558484,297.15,293.15,296.76865,297.11954,297.46085,296.9303,296.77777,297.0114,0.0,2680.3074,819.9798,123.46778
